orthomap	organism	mirna	gene	log2FoldChange	pvalue	baseMean	bMctrl	bMtreat	padj
ENSG00000133401|ENSMUSG00000022197	mouse	mir769	Pdzd2	0.803617461444789	2.90750909918615e-10	156.723316193334	118.533713729359	207.6427861453	8.722527297558451e-10
ENSG00000101384|ENSMUSG00000027276	mouse	mir769	Jag1	0.594692491323909	3.37947628708148e-10	290.471331526654	238.178336885788	360.195324381142	1.000676095395555e-09
ENSG00000108309|ENSMUSG00000006575	mouse	mir769	Rundc3a	-0.981254915107488	3.75620222929266e-10	110.991704926342	141.028325529785	70.942877455084	1.0979668054855468e-09
ENSG00000110002|ENSMUSG00000023186	mouse	mir769	Vwa5a	-1.02638999608806	3.885114376904e-10	103.789805595494	133.031416782819	64.800990679061	1.1212735163722935e-09
ENSG00000185630|ENSMUSG00000052534	mouse	mir769	Pbx1	0.755631411020399	6.914280954791941e-10	166.615517053118	128.431245512968	217.527879106651	1.9705700721157033e-09
ENSG00000197653|ENSMUSG00000038011	mouse	mir769	Dnah10	-0.893332657186966	1.0163456124387501e-09	123.325978576614	153.989358723281	82.4414717143919	2.86082468686463e-09
ENSG00000125089|ENSMUSG00000036553	mouse	mir769	Sh3tc1	-0.955398438201761	1.0489940488445302e-09	132.047731972976	166.895757046696	85.583698541349	2.9167151602018645e-09
ENSG00000162909|ENSMUSG00000026509	mouse	mir769	Capn2	0.541683461253558	1.13007623371943e-09	323.407414294262	270.405411913554	394.076750801874	3.1043057986509643e-09
ENSG00000122591|ENSMUSG00000028995	mouse	mir769	Fam126a	0.660632439464237	1.42041360836928e-09	205.472604941735	164.32307084319	260.338650406461	3.853089464112958e-09
ENSG00000105808|ENSMUSG00000004952	mouse	mir769	Rasa4	0.693037727038196	1.4364587914456201e-09	226.666992682947	179.074528514682	290.123611573967	3.853089464112958e-09
ENSG00000214338|ENSMUSG00000038916	mouse	mir769	Soga3	0.655941872584165	1.7985212037674601e-09	237.827092741553	190.566690835551	300.840961949555	4.76817249370908e-09
ENSG00000050438|ENSMUSG00000023032	mouse	mir769	Slc4a8	0.587928587643917	1.8621779437823402e-09	293.006127237099	240.859173975229	362.535398252927	4.880190473360615e-09
ENSG00000171444|ENSMUSG00000071856	mouse	mir769	Mcc	0.724756463994798	1.95352350531014e-09	167.459186655869	130.640108127517	216.551291360337	5.061401809212636e-09
ENSG00000162407|ENSMUSG00000028517	mouse	mir769	Plpp3	-0.764913689737935	2.1645294416728303e-09	162.727226558214	197.785430525032	115.982954602457	5.545086659566352e-09
ENSG00000164031|ENSMUSG00000074212	mouse	mir769	Dnajb14	0.524261785820137	2.26984627732302e-09	346.135377075516	291.250962154141	419.314596970684	5.750277235884984e-09
ENSG00000198157|ENSMUSG00000031245	mouse	mir769	Hmgn5	0.568905692521995	2.43553968982029e-09	311.786870724276	258.107438744063	383.359446697893	6.1022313107585285e-09
ENSG00000101350|ENSMUSG00000027475	mouse	mir769	Kif3b	-0.560336351639242	2.5391465997603302e-09	304.4907957788	353.372296484371	239.315461504704	6.292667660275601e-09
ENSG00000149573|ENSMUSG00000032092	mouse	mir769	Mpzl2	-0.62882162321406	3.0348332457761202e-09	255.21513816454	300.931274416869	194.260289828102	7.440236344483392e-09
ENSG00000105963|ENSMUSG00000056413	mouse	mir769	Adap1	0.5755464775194	3.5770280527883905e-09	263.007794406974	217.169571648705	324.125424751332	8.67619570250801e-09
ENSG00000170412|ENSMUSG00000051043	mouse	mir769	Gprc5c	-1.10582941502951	4.35191930803919e-09	87.1278756941777	113.368910156006	52.1398297450727	1.0444606339294056e-08
ENSG00000124831|ENSMUSG00000026305	mouse	mir769	Lrrfip1	0.523802571861495	4.5451594586907e-09	375.709610270707	316.201696980796	455.053494657256	1.0794753714390414e-08
ENSG00000196422|ENSMUSG00000035829	mouse	mir769	Ppp1r26	-0.637861736847112	4.6620879804997206e-09	227.379327647855	268.678953913447	172.313159293733	1.0958309892308622e-08
ENSG00000101443|ENSMUSG00000017723	mouse	mir769	Wfdc2	-0.931690428274214	6.745885402202671e-09	107.794365205659	135.658406030532	70.6423107724959	1.56945088949205e-08
ENSG00000172037|ENSMUSG00000052911	mouse	mir769	Lamb2	-0.642342484053771	6.9204507618521605e-09	227.422453200394	269.002190279428	171.982803761682	1.593800781517467e-08
ENSG00000198889|ENSMUSG00000045284	mouse	mir769	Dcaf12l1	-0.633015268694315	7.1538513245030804e-09	219.577772314294	259.181837538549	166.772352015287	1.6310781019867025e-08
ENSG00000131864|ENSMUSG00000051527	mouse	mir769	Usp29	0.687987603070911	8.106675818109322e-09	178.445640048712	141.205893835288	228.098634999944	1.830021867850421e-08
ENSG00000119729|ENSMUSG00000024143	mouse	mir769	Rhoq	0.739437299718567	1.04867989770692e-08	149.810251126064	116.185228461025	194.643614679448	2.3441080066389976e-08
ENSG00000198355|ENSMUSG00000035828	mouse	mir769	Pim3	-0.591065991674585	1.32501406826624e-08	252.439389676289	295.095962197169	195.563959648448	2.9330408501427447e-08
ENSG00000179820|ENSMUSG00000068566	mouse	mir769	Myadm	-0.534165396270559	1.71972425253611e-08	309.697525851613	357.201482147205	246.35891745749	3.7701647074830106e-08
ENSG00000102038|ENSMUSG00000031099	mouse	mir769	Smarca1	0.662600448936352	1.95489877255048e-08	188.777481458514	150.842812032215	239.357040693581	4.244923048966757e-08
ENSG00000148154|ENSMUSG00000028381	mouse	mir769	Ugcg	-0.543048521677602	2.14961585416075e-08	298.52326920421	345.043509943832	236.496281551382	4.62370202593067e-08
ENSG00000073417|ENSMUSG00000025584	mouse	mir769	Pde8a	-0.741087953878468	2.35163027163662e-08	154.094180870883	186.348531870339	111.088379538274	5.010950485356536e-08
ENSG00000141519|ENSMUSG00000039963	mouse	mir769	Ccdc40	0.741354687499581	2.45238023674408e-08	139.941160974823	108.43565758749	181.9484988246	5.177247166459725e-08
ENSG00000185101|ENSMUSG00000054662	mouse	mir769	Ano9	-0.717585741682786	2.49963905810767e-08	158.930264433219	191.21256537708	115.88719650807	5.228602800445402e-08
ENSG00000075035|ENSMUSG00000063430	mouse	mir769	Wscd2	-0.984084463067731	2.6685786189495e-08	89.1738024271779	113.420497630899	56.8448754888832	5.5312356829135095e-08
ENSG00000132854|ENSMUSG00000035407	mouse	mir769	Kank4	-0.915784622337227	2.99605428862091e-08	105.492199364959	132.349407173615	69.6825889534176	6.154057457707815e-08
ENSG00000132359|ENSMUSG00000038807	mouse	mir769	Rap1gap2	-0.665554047953098	3.33739433601548e-08	194.540688272412	231.338466957024	145.476983359598	6.793981326888655e-08
ENSG00000169071|ENSMUSG00000021464	mouse	mir769	Ror2	-0.688401856860559	3.61798199429118e-08	191.426116655571	228.796918781398	141.598380487801	7.28468035794726e-08
ENSG00000067082|ENSMUSG00000000078	mouse	mir769	Klf6	0.513302019180498	3.64234017897363e-08	312.826625229809	264.250222071511	377.595162774207	7.28468035794726e-08
	mouse	mir769	AU015836	-0.648135344330442	4.02477540341694e-08	238.244351298845	282.162271183948	179.687124785374	7.979554712861411e-08
ENSG00000135596|ENSMUSG00000019823	mouse	mir769	Mical1	0.548483405994559	5.16241796588487e-08	241.470976285693	201.356845797092	294.956483603828	1.0146821519153021e-07
ENSG00000198483|ENSMUSG00000038354	mouse	mir769	Ankrd35	0.564388436270393	9.22081291883962e-08	249.831635576231	207.127411802434	306.77060060796	1.7968763636713104e-07
ENSG00000143653|ENSMUSG00000038936	mouse	mir769	Sccpdh	-0.888075628519804	1.06620808871289e-07	97.658935654948	121.862865259903	65.3870295150079	2.0601308832757534e-07
ENSG00000079335|ENSMUSG00000033502	mouse	mir769	Cdc14a	0.550727827004643	1.13161699642388e-07	278.845592498959	232.358190600953	340.828795029633	2.168140127602056e-07
ENSG00000135631|ENSMUSG00000051343	mouse	mir769	Rab11fip5	-0.715981514060279	1.15838188230575e-07	154.28096585551	185.559780385303	112.575879815787	2.2009255763809252e-07
ENSG00000135956|ENSMUSG00000034850	mouse	mir769	Tmem127	-0.524786133344333	1.29619762702638e-07	272.537782507214	313.659953911072	217.708220635403	2.4372449834138543e-07
ENSG00000058085|ENSMUSG00000026479	mouse	mir769	Lamc2	-0.66344694189396	1.30413985954601e-07	168.266060391414	200.02502767429	125.920770680913	2.4372449834138543e-07
ENSG00000124588|ENSMUSG00000046949	mouse	mir769	Nqo2	-0.568326236497414	1.35253941676804e-07	245.541909670453	285.524512503046	192.231772560328	2.507146235960269e-07
ENSG00000198689|ENSMUSG00000060681	mouse	mir769	Slc9a6	-0.586883674168839	1.38526148365302e-07	212.598019703545	248.308280289115	164.984338922785	2.5470936957491014e-07
ENSG00000179588|ENSMUSG00000049577	mouse	mir769	Zfpm1	-0.793504134943492	1.78816350578672e-07	129.129257543612	157.948334412395	90.7038217185676	3.261610234554977e-07
ENSG00000118971|ENSMUSG00000000184	mouse	mir769	Ccnd2	-0.775086929062351	2.50919569455653e-07	121.650449765551	148.234166268745	86.2054944279582	4.540449352054673e-07
ENSG00000123360|ENSMUSG00000022489	mouse	mir769	Pde1b	0.621347269654332	2.56580325658014e-07	184.647999238197	149.846902939857	231.049460969317	4.606323956695055e-07
ENSG00000145147|ENSMUSG00000031558	mouse	mir769	Slit2	-0.590386244566965	2.94599682871781e-07	235.819569643722	275.635513143516	182.731644977329	5.247556851153599e-07
ENSG00000176597|ENSMUSG00000022686	mouse	mir769	B3gnt5	-0.643747885158204	3.33041335002126e-07	176.149228929587	208.461893630304	133.065675995299	5.886311967479436e-07
ENSG00000114790|ENSMUSG00000036885	mouse	mir769	Arhgef26	-0.522978066089283	3.54435113379751e-07	249.129603344709	286.609126632027	199.156905628286	6.216246603891018e-07
ENSG00000166503|ENSMUSG00000025104	mouse	mir769	Hdgfl3	-0.604604414014497	3.6139758990131e-07	208.770779717368	244.840701287829	160.677550956754	6.289973320419747e-07
ENSG00000004468|ENSMUSG00000029084	mouse	mir769	Cd38	-0.834954589721654	3.77167210955681e-07	101.75103520416	125.589634726402	69.9662358411705	6.514706371052672e-07
ENSG00000129472|ENSMUSG00000022159	mouse	mir769	Rab2b	-0.683533410006233	4.43326690697115e-07	145.702004259187	174.004914926157	107.964790036561	7.599886126236257e-07
ENSG00000129925|ENSMUSG00000024180	mouse	mir769	Tmem8	-0.60523812111954	5.6396007232725e-07	200.100551071905	234.713826168644	153.949517609586	9.595738544075598e-07
ENSG00000167778|ENSMUSG00000036966	mouse	mir769	Spryd3	-0.65715536712477	6.48557955335735e-07	149.824272655695	177.871830040994	112.427529475296	1.0953423245670192e-06
ENSG00000196547|ENSMUSG00000038886	mouse	mir769	Man2a2	-0.582124564471349	6.92825218897125e-07	192.454077854582	224.548385966577	149.661667038588	1.1615011022687095e-06
ENSG00000123338|ENSMUSG00000022488	mouse	mir769	Nckap1l	-0.608836633375439	7.49642714234124e-07	177.846123301198	208.801573172575	136.572190139363	1.242037775640902e-06
ENSG00000160209|ENSMUSG00000032788	mouse	mir769	Pdxk	-0.6608935022442	7.51759706308967e-07	158.305554539816	188.088014116801	118.595608437169	1.242037775640902e-06
ENSG00000167107|ENSMUSG00000076435	mouse	mir769	Acsf2	-0.86973189090866	8.07720840309072e-07	85.3033925816067	106.08099732474	57.5999195907617	1.3248946157587654e-06
ENSG00000129566|ENSMUSG00000006281	mouse	mir769	Tep1	-0.554395483791986	8.18509795192772e-07	264.534360284514	306.594529631836	208.454134488084	1.3330016664568e-06
ENSG00000163406|ENSMUSG00000022899	mouse	mir769	Slc15a2	-0.835367428519978	8.31365054710633e-07	101.785233043832	125.642491948861	69.9755545037923	1.3443349820852787e-06
ENSG00000079337|ENSMUSG00000022469	mouse	mir769	Rapgef3	-0.637061743258996	8.40073583784572e-07	154.647708331456	182.761554925824	117.162579538965	1.348850542978045e-06
ENSG00000136044|ENSMUSG00000020263	mouse	mir769	Appl2	-0.565073106876704	8.79796348488707e-07	205.961888611973	239.343407983597	161.453196116475	1.4027522199680085e-06
ENSG00000181722|ENSMUSG00000022708	mouse	mir769	Zbtb20	0.700964482629772	9.30621435698498e-07	139.074862423966	109.459507771963	178.562001959969	1.4734839398559552e-06
ENSG00000074590|ENSMUSG00000020032	mouse	mir769	Nuak1	-0.671978707483112	9.41459962137981e-07	146.6924673044	174.736623749768	109.300258710575	1.4803646301204115e-06
	mouse	mir769	Reep6	0.541743287660693	1.01583915069716e-06	198.495149159666	165.897823131708	241.958250530276	1.586378947664058e-06
ENSG00000164076|ENSMUSG00000032936	mouse	mir769	Camkv	0.515309237660417	1.50053469069176e-06	231.901982243698	195.710094992731	280.157831911654	2.327359928419873e-06
ENSG00000100784|ENSMUSG00000021180	mouse	mir769	Rps6ka5	0.529047216400694	1.52290288622885e-06	230.105806041575	193.231561823267	279.271464999318	2.3414398906001243e-06
ENSG00000134072|ENSMUSG00000030272	mouse	mir769	Camk1	-0.661979323597711	1.53015150745359e-06	145.725900319653	173.198737967612	109.095450122374	2.3414398906001243e-06
ENSG00000115271|ENSMUSG00000026893	mouse	mir769	Gca	-0.60193145461968	1.54065481319389e-06	183.701719458411	215.328521665413	141.532649849075	2.341795316054713e-06
ENSG00000087008|ENSMUSG00000029098	mouse	mir769	Acox3	-0.703731631315639	1.69176338166038e-06	122.296675039523	146.737878084852	89.7084043124176	2.55445066899713e-06
ENSG00000112379|ENSMUSG00000019852	mouse	mir769	Arfgef3	0.685993193528556	2.11360466383529e-06	143.372364833576	113.49780321432	183.205113659251	3.1704069957529355e-06
ENSG00000133216|ENSMUSG00000028664	mouse	mir769	Ephb2	-0.513469135332334	2.2425113182424e-06	232.632438182443	267.032157728603	186.766145454231	3.341781572282792e-06
ENSG00000203666|ENSMUSG00000026495	mouse	mir769	Efcab2	0.549316903875416	2.45262833032214e-06	183.364221763154	152.81670884894	224.094238982107	3.611979708678067e-06
	mouse	mir769	Cd276	-0.719828997949699	2.45551252125044e-06	122.026907831712	146.932172008834	88.8198889288825	3.611979708678067e-06
ENSG00000168658|ENSMUSG00000050122	mouse	mir769	Vwa3b	0.50979692728935	2.84288069164303e-06	202.385645596365	171.120055172675	244.073099494618	4.154979472401351e-06
ENSG00000013588|ENSMUSG00000046733	mouse	mir769	Gprc5a	-0.785054170683635	3.08098052385763e-06	93.2662309387508	113.938984250946	65.7025598558239	4.474290187512992e-06
ENSG00000129353|ENSMUSG00000057193	mouse	mir769	Slc44a2	-0.527762463401406	3.16294600947923e-06	206.713346062052	238.108691677596	164.852885241327	4.564251203552306e-06
ENSG00000175643|ENSMUSG00000037991	mouse	mir769	Rmi2	-0.788655915190902	3.69812340304069e-06	95.4060084974896	116.636969641588	67.0980603053586	5.30296940813382e-06
ENSG00000103005|ENSMUSG00000031792	mouse	mir769	Usb1	-0.772865420626568	4.50131332421617e-06	90.9140097148758	110.783304679495	64.4216164287163	6.414371487008042e-06
